date time	display name	content
2021-11-14 21:06:59-05:00	Robin Lehner	@LindsMAF29 @joepratap1 Hahahahahah panda technique
2021-11-14 20:55:28-05:00	Robin Lehner	@end_crisis Just wanted a break 🤷‍♂️
2021-11-14 20:46:32-05:00	Robin Lehner	@RonCorbin1 @CraigKlentz Right 😂
2021-11-14 20:44:21-05:00	Robin Lehner	@chwk24 Nope just tired
2021-11-14 20:41:13-05:00	Robin Lehner	@Gmilne17 😂
2021-11-14 20:28:28-05:00	Robin Lehner	@smithxdesign It was great we got a goal 😂
2021-11-14 20:15:29-05:00	Robin Lehner	Panda was tired and the refs likes me 🤣 stirr the pot a little 🤷‍♂️ https://t.co/HevSSadFme
2021-11-14 20:10:43-05:00	Robin Lehner	@jdubm31 @MikeMcKenna56 Nah don’t sharpen those skates to often still. It happens 😂
2021-11-14 20:08:49-05:00	Robin Lehner	@MikeMcKenna56 And face off outside the blue line lmao 🤣 https://t.co/HevSSadFme
2021-11-14 06:35:40-05:00	Robin Lehner	@VegasNhlknights Nah they still there and I love them ❤️
2021-11-14 06:34:42-05:00	Robin Lehner	That was fun vegas. T mobile is insane ❤️ thanks for a great night fans! Enjoyed looking at the scoreboard in the end 🐼 https://t.co/EOsXO5otEy
2021-11-14 06:31:31-05:00	Robin Lehner	@joepratap1 Bambi on ice 😂
2021-11-11 03:16:29-05:00	Robin Lehner	@JacobTimmon Smh…
2021-11-11 03:14:17-05:00	Robin Lehner	@fast_eddie408 @Cosmopolitan_LV @eatSTK @jackeichel Don’t know who that is..
2021-11-09 18:00:32-05:00	Robin Lehner	@Thereal_Epp @Cosmopolitan_LV @eatSTK Still would 😂
2021-11-09 17:25:58-05:00	Robin Lehner	@5FDPChrisKael :( your right..
2021-11-09 06:53:26-05:00	Robin Lehner	@LanaRayTK @Cosmopolitan_LV @eatSTK True ❤️😂 https://t.co/6J21WviHUG
2021-11-09 05:21:32-05:00	Robin Lehner	@IMBACK4U @RyanHockeyGuy @Cosmopolitan_LV @eatSTK 92%…
2021-11-09 05:07:15-05:00	Robin Lehner	They are back 😂. Vegas get ready 🐼 @Cosmopolitan_LV @eatSTK fuel for the game tomorrow. #chickenwings https://t.co/xjQUW8IH96
2021-11-07 02:33:03-05:00	Robin Lehner	Great comeback by the boys 😎 https://t.co/NC8B1Ujytu
2021-11-06 15:56:59-04:00	Robin Lehner	@Dunny222 @jackeichel 😂
2021-11-05 03:41:18-04:00	Robin Lehner	@Chenomenka ❤️🙌
2021-11-05 02:01:46-04:00	Robin Lehner	Great win for the team. Wanna say best of luck to Payton and Tuch in Buffalo we gonna miss you guys. Big welcome to jack! Happy for you man for many reasons and to have you with us. Welcome to Vegas! 😎
2021-11-04 16:55:21-04:00	Robin Lehner	@reporterchris 🙌❤️
2021-11-04 16:12:18-04:00	Robin Lehner	@JesseGranger_ @SabresBuzz 🙌
2021-11-04 15:51:02-04:00	Robin Lehner	@jackeichel https://t.co/Zz6RPcMwTS
2021-11-04 14:17:07-04:00	Robin Lehner	https://t.co/kKDsHBnlv0
2021-11-02 19:21:25-04:00	Robin Lehner	@FreeHappyHabits @KBeachy12 @jhedstrom71 @TheoFleury14 @inteensam @NiklasJihde @PeterSibner @rwallin51 @pasen22 @ValleLizana @carlssonerica91 @Lindquistik @SafeSports1989 @SameHere_Global ❤️🙏
2021-10-30 03:42:03-04:00	Robin Lehner	https://t.co/l4nGWEWQr8
2021-10-29 18:01:24-04:00	Robin Lehner	@KBeachy12 All players I’ve talked to supports you.❤️
2021-10-29 01:15:47-04:00	Robin Lehner	In saying that I’m very sorry for what you have gone trough. I hope we all can help you heal and make sure you don’t have to go trough this alone anymore.
2021-10-29 01:15:46-04:00	Robin Lehner	I’m gonna start with saying thank you to Kyle Beach. What he has done is courage on the highest level. We all need to be better in supporting each other. I had a really emotional talk with kyle today. I can’t say how much I appreciate you for what you have done last few days. 🙏
2021-10-13 05:59:25-04:00	Robin Lehner	Nice first win. Arena was really buzzin today. Amazing atmosphere as usual. ❤️ https://t.co/FF31sHkpyL
2021-10-05 20:47:24-04:00	Robin Lehner	https://t.co/XaKetGvNid
2021-10-04 18:21:49-04:00	Robin Lehner	@SameHere_Global I can’t write well but people sure can’t read..
2021-10-04 18:04:50-04:00	Robin Lehner	@TomSestito23 @JimIkeHW I’m sorry to hear that brother
2021-10-04 16:53:51-04:00	Robin Lehner	@walsha 🙏
2021-10-04 16:40:09-04:00	Robin Lehner	@TomSestito23 I understand people are scared. I’ll be lying if I said I wasn’t. I just want change and have it better for the young generation of talents in this league. Nhlpa had a great talk with me yesterday. Hopefully it will be with nhl too.
2021-10-03 06:29:20-04:00	Robin Lehner	@77_lightning They will see? Must been a typo
2021-10-03 03:41:24-04:00	Robin Lehner	@BobAaltonen But they give them out without Psyciatrist anyways🤷‍♂️
2021-10-03 03:39:30-04:00	Robin Lehner	@bergotero What was save %?
2021-10-03 03:37:56-04:00	Robin Lehner	@JamesNicholsNYI Yeah Rubin tells some truth so it must be mental related
2021-10-03 03:37:09-04:00	Robin Lehner	@johnwillms @bruce_arthur Glad this is funny to you. . Not to the people struggling
2021-10-03 02:58:29-04:00	Robin Lehner	@andrewnis656 Soon if they don’t stop I will
2021-10-03 02:58:08-04:00	Robin Lehner	@andrewnis656 Yes I can.
2021-10-03 02:41:33-04:00	Robin Lehner	@StephaliciousD But I have it
2021-10-03 02:41:15-04:00	Robin Lehner	@StephaliciousD They will never tell the truth.  It I have it
2021-10-03 02:40:47-04:00	Robin Lehner	Come up about me. I don’t care.
2021-10-03 02:40:47-04:00	Robin Lehner	I’ve made  crazy amount of mistakes. But lying about what I’ve seen for 12 years not one of them.  I don’t care what they say I don’t lie about these things. 💯 true. I’ll keep going. Have stored stories for a year. Watch now when nhl will try cancel me. God luck whatever lie you
2021-10-03 02:34:36-04:00	Robin Lehner	@JoeYerdon Im great
2021-10-03 02:34:00-04:00	Robin Lehner	@matttadelphia If… yeah I’m known for lying….
2021-10-03 02:33:07-04:00	Robin Lehner	@StephaliciousD You just got them
2021-10-03 02:27:23-04:00	Robin Lehner	@marycclarke No accusation I know the facts. Try me
2021-10-03 02:25:26-04:00	Robin Lehner	@StephaliciousD 100% truth here
2021-10-03 02:11:16-04:00	Robin Lehner	@marycclarke Easy they screw players while abusing them. Your welcome for the clarification
2021-10-03 02:04:35-04:00	Robin Lehner	@Flyersfan3344 @avjp87 It will come to light soon enough
2021-10-03 02:04:04-04:00	Robin Lehner	@nhl you know my number when you have enough. I’m just warming up.
2021-10-03 02:01:58-04:00	Robin Lehner	@avjp87 No I did 8 years of team supplied ambien. Almost killed me…
2021-10-03 01:53:09-04:00	Robin Lehner	And they say ambien is sleeping pill it’s funny that rehab told me that’s why didn’t have rem sleep. 8 years no rem sleep. Great. But yeah just sleeping pills
2021-10-03 01:49:42-04:00	Robin Lehner	@DrBozz71 Yes. Many teams without prescription just hand it out
2021-10-03 01:46:40-04:00	Robin Lehner	#PhiladelphiaFlyers ? Dinosaur coach treating people robots not human. Fire these dinosaurs. Fire #vigneault first story. I got proof.. try to shake your way out of this one ….
2021-10-03 01:46:40-04:00	Robin Lehner	Is it common for work places to give out benzodiazepines to employees when they travel and ambien ? Should that not be done by doctors or psychiatrist? Asking for a friend 👀 this doesn’t happen in Vegas to be clear. But I know many other teams. I also been in on teams that do?
2021-10-03 01:42:49-04:00	Robin Lehner	@gsuav1975 @WGR550 No this is our life. Be quiet if you don’t have anything god to say.
2021-10-03 01:40:44-04:00	Robin Lehner	@NHLPA @NHL
2021-10-03 01:39:52-04:00	Robin Lehner	@sabres1689 @Dirk_diggs2 Who cares…..
2021-10-03 01:39:34-04:00	Robin Lehner	@tabarjack Sure but my 10% is stronger then your 100%
2021-10-03 01:30:22-04:00	Robin Lehner	Enough for today..for everyday that goes by and this shit keeps going I’ll be releasing a story and proof from my self, ex players and current players on what is going on.Truth tweets starts tomorrow unless things don’t get fixed. Have fun. #nofilter #nhl #nhlpa #mentalhealth💊💉
2021-10-02 21:46:12-04:00	Robin Lehner	@MMoore2126 😂
2021-10-02 20:52:00-04:00	Robin Lehner	@WillyH5588 😂🤡
2021-10-02 20:36:37-04:00	Robin Lehner	@theHARMANSAMRA @RylarkB @CarBombBoom13 @NHL @NHLPA @jackeichel @BuffaloSabres Take it real well.. been criticized for years
2021-10-02 20:35:40-04:00	Robin Lehner	@JiriSkipDudacek 100%
2021-10-02 20:31:32-04:00	Robin Lehner	@MattyB_923 There is no both sides here.
2021-10-02 20:20:57-04:00	Robin Lehner	@nolanbianchi @CannabisCorpse7 @Dcarr77 @NHLPA ?
2021-10-02 18:55:10-04:00	Robin Lehner	@BuffaloSabres https://t.co/skR3SsKtBf
2021-10-02 18:51:47-04:00	Robin Lehner	@AlBowmansville Can’t wait.
2021-10-02 18:50:29-04:00	Robin Lehner	@AlBowmansville Pull up 😂
2021-10-02 18:44:17-04:00	Robin Lehner	@chrisgrutt1 @BuffaloVogl @SneakyJoeSports Called I’m Swedish. Not that good at writing.. 😂
2021-10-02 18:33:40-04:00	Robin Lehner	@JahAllen_ Nope
2021-10-02 18:30:15-04:00	Robin Lehner	@STMacP 😂
2021-10-02 18:29:57-04:00	Robin Lehner	@AlBowmansville Ahh thought so.. another tough phone guy.
2021-10-02 18:14:15-04:00	Robin Lehner	@AlBowmansville Don’t matter how big you are… pull up. You know where to find me
2021-10-02 18:12:12-04:00	Robin Lehner	@AlBowmansville Nah I’m medicated. Too bad most people don’t know what bipolar is. Love my bipolar. True gift. Sit talk in that basement. Your welcome to come say it to my face at city national arena after practice you will see me when I pull out.
2021-10-02 18:10:38-04:00	Robin Lehner	@AlBowmansville Nah gm and owners fire people. But apparently everyone is a cancer in Buffalo until they leave. 🧐
2021-10-02 18:09:46-04:00	Robin Lehner	@terryt1919 @CanuckINDallas @NHLPA We are not talking vaccine 😂 agree or disagree but I’m vaccinated…
2021-10-02 18:04:11-04:00	Robin Lehner	@AlBowmansville Ohh they will care what I have to say. Trust that.
2021-10-02 17:59:12-04:00	Robin Lehner	@RegAdamson Nah I think I’ll stay. I think I’ll keep talking as well for things to be better.
2021-10-02 17:47:20-04:00	Robin Lehner	@DOC7685 Well you don’t know all the facts unfortunately. I wish it gets better there
2021-10-02 17:45:19-04:00	Robin Lehner	@natertottt @NHLPA His work gave him the injury. So then you support corporations over the persons rights then..👌
2021-10-02 17:41:19-04:00	Robin Lehner	@ZamBonesy @NOTaBillsfan Don’t worry about them. They are hurting and I wish they get the care and help they need❤️🙏
2021-10-02 17:32:18-04:00	Robin Lehner	@MVPJA17 @thesherm87 @DolphinsZoneNFL Nope
2021-10-02 17:19:55-04:00	Robin Lehner	Your turn now.. I can keep going. You know how to reach me. 👀
2021-10-02 17:12:42-04:00	Robin Lehner	@AllThingsSabres @thesherm87 92%
2021-10-02 17:08:22-04:00	Robin Lehner	They screwed my ankle… big time. Then surgery and then pills… no care…almost died. But ehh.. after forcing leg press after few weeks after bad high ankle sprain first game. That is foot after treatment😂.. later is my soul gone after a month after surgery . It’s not all pretty https://t.co/CT8fXrp67a
2021-10-02 16:58:50-04:00	Robin Lehner	@CanuckINDallas They are watching 👀
2021-10-02 16:57:48-04:00	Robin Lehner	@gronkjr1487 92% total in Buffalo..
2021-10-02 16:46:27-04:00	Robin Lehner	@ovie08 They never sent me a jersey…
2021-10-02 16:45:39-04:00	Robin Lehner	I’m 100% an nhl fan. Love hockey and want the nhl to be great. I’m not trying to destroy anything.but do what’s right. It’s time to walk away from the old ways and in to the new. Things have to change. I talk way to much and I still have 90 % filter on. Don’t make me take it away
2021-10-02 16:36:20-04:00	Robin Lehner	@em2987 @NHLPA It involves me and should involve more players. It’s been done way to long. Also my farmer captain and a guy that’s a friend. I personally love his dad and I know they all hurting from this.
2021-10-02 16:32:26-04:00	Robin Lehner	@GabeHumbert Never while playing. I did drink to treat my self with my bipolar tho. Happy I finally got diagnosed and on medication
2021-10-02 16:31:07-04:00	Robin Lehner	Shootout I’m still working on it 😂
2021-10-02 16:30:47-04:00	Robin Lehner	@spaccapitall Very true 😂
2021-10-02 16:28:43-04:00	Robin Lehner	Sabres fans.We didn’t love each other much. was warranted against me some were not. Did my best.But I respect your passion for the franchise.This situation with your captain who was mine should be as big of a problem for you as for me. I know your hearts are in the right place 💯
2021-10-02 16:21:21-04:00	Robin Lehner	@learntomeasure @BuffaloSabres Ohh they are a business and can do whatever they want. One day in the future the uprise will come against corporations. I hope I’m alive that day.
2021-10-02 16:18:53-04:00	Robin Lehner	@BuffaloVogl ❤️ keep doing what’s right.
2021-10-02 16:14:09-04:00	Robin Lehner	@CanuckINDallas @sens303 @NHLPA Obviously we know some risk. We didn’t know before about the brain trauma risk and what it leads to. But we know we can get injured. But sure as hell hoped our employers wanted what’s best for us and not just think about the sport. We are humans too and wanna live a healthy life
2021-10-02 16:12:16-04:00	Robin Lehner	@thesherm87 @DolphinsZoneNFL If he gets injured watch them do the same to him.
2021-10-02 16:11:35-04:00	Robin Lehner	@spencer3939 The doctors work for the team and for the nhl best. Not how players are doing..  but again not that I know many players and talk and deal with players from all sports that are suffering like crazy from pain and mental illness.
2021-10-02 16:09:20-04:00	Robin Lehner	@JDrew03 @NHLPA No middle ground with a persons life with injury caused playing for an organization. Should not be any middle ground what so ever!
2021-10-02 16:06:48-04:00	Robin Lehner	@KaneRoo420 ❤️
2021-10-02 16:05:31-04:00	Robin Lehner	@MichaelEMach1 @billyStroud10 @NHLPA Everyone that gets away from there has a pretty good one again pretty fast 👀👀 facts
2021-10-02 16:04:39-04:00	Robin Lehner	@wzavatsky1313 I would if I think the league would listen. Not the case
2021-10-02 16:02:55-04:00	Robin Lehner	@JDrew03 @NHLPA Yeah void your dreams and the life of training… we all want to play and live our dreams. Does it have to be the cost of pain for the rest of our lives if the are better solutions?
2021-10-02 16:00:11-04:00	Robin Lehner	@thesherm87 https://t.co/vTcGoa4X55
2021-10-02 15:56:04-04:00	Robin Lehner	@MichaelEMach1 @ToolOf1 @NHLPA No..
2021-10-02 15:54:08-04:00	Robin Lehner	Better to have pain for the rest of their lives… At least they will supply the pain meds.. same old shit.  https://t.co/rl906Fw2UZ
2021-10-02 15:43:25-04:00	Robin Lehner	@CanuckINDallas @sens303 @NHLPA Privilege of pain for the rest of your life and no say about your own treatment…
2021-10-02 15:31:54-04:00	Robin Lehner	@albeckers @NHLPA Smh
2021-10-02 15:29:20-04:00	Robin Lehner	@philiparks @marinemom34 @MsAFromBK @SneakyJoeSports @NHLPA 🐦
2021-10-02 01:42:50-04:00	Robin Lehner	@john_wawrow @FreddyCouples @NHL @sabres There are always rules broken on both sides. 🤷‍♂️ but yeah signing a contract you are signing away your choice to pain for rest of your life possibly. Make sense
2021-10-02 00:55:49-04:00	Robin Lehner	@marinemom34 @MsAFromBK @SneakyJoeSports @NHLPA You guys don’t know anything about the behind the scenes. So no you don’t
2021-10-02 00:54:41-04:00	Robin Lehner	@Gabrielor89 @popminu @YouTube I meant it in a good way. You guys deserve better
2021-10-02 00:54:15-04:00	Robin Lehner	@sabsfankev @popminu @YouTube 😂 that’s not true
2021-10-02 00:33:17-04:00	Robin Lehner	Silence…
2021-10-02 00:32:43-04:00	Robin Lehner	@IgniteTheLamp @SameHere_Global ❤️
2021-10-02 00:29:53-04:00	Robin Lehner	@JordanGreif @NHLPA Yes about immoral shit.. yes
2021-10-02 00:28:14-04:00	Robin Lehner	Thanks for having me https://t.co/n2YNg45yPe
2021-10-02 00:24:46-04:00	Robin Lehner	@NHLPA it’s disappointing… all I got to say. Same with nhl players not sticking up for each other. Remember next time is you…
2021-10-02 00:22:33-04:00	Robin Lehner	@DS_yypo @NHL @sabres You vote for a president and agree to all he does? Can’t we fight for right or wrong anymore?
2021-10-01 22:30:30-04:00	Robin Lehner	@sirskistan2 @BuffaloSabres 👍😂
2021-10-01 22:28:01-04:00	Robin Lehner	@contribute__1 @NHL @sabres 😭
2021-10-01 22:27:41-04:00	Robin Lehner	@BuffaloSabres
2021-10-01 22:27:29-04:00	Robin Lehner	@sirskistan2 @NHL @sabres 😂
2021-10-01 22:24:48-04:00	Robin Lehner	@popminu @YouTube They don’t deserve him wearing it. Hope fans get what they deserve there soon.
2021-10-01 22:22:56-04:00	Robin Lehner	@nhl is it good to keep a generational player out of the league? His body his choice. Do what’s right. @sabres
2021-10-01 22:22:56-04:00	Robin Lehner	Jack Eichel highlights HD https://t.co/oeAqlpwACP via @YouTube
2021-10-01 22:16:11-04:00	Robin Lehner	@MsAFromBK @SneakyJoeSports @NHLPA Yeah I’m sure he wants to get hurt permanently. How about you open your eyes. If you guys know half of how it really works in sports then open your mouth. So you don’t have eyes to open. 😂🤷‍♂️
2021-10-01 22:14:40-04:00	Robin Lehner	@tayloronethree @A2kOldHead @KariTakko @spittinchiclets @jackeichel @NHLPA Yeah miss you guys a lot tho ❤️
2021-10-01 22:10:52-04:00	Robin Lehner	@A2kOldHead @KariTakko @tayloronethree @spittinchiclets @jackeichel @NHLPA How about just do what’s right for once?
2021-10-01 22:10:19-04:00	Robin Lehner	@BillsFanatic88 @NHLPA Nhlpa is tagged in tweet.. do a rule have to be in the way of right and wrong?
2021-10-01 21:13:20-04:00	Robin Lehner	@MlKEMlKEMlKE @JamieWarren4 @JWCKota @NHLPA Nah probably just let him play on toradol for the rest of his career would be better.. 😂
2021-10-01 21:11:50-04:00	Robin Lehner	@VGKBRYAN @NHLPA I’m good
2021-10-01 21:09:27-04:00	Robin Lehner	@tadstovinsky @ChuckEGoods @OneSmugPug @NHLPA I’m having it right now.. I’m sure they are watching. Let’s have open discussion. As you see I didn’t tag the nhl.. I tagged nhlpa
2021-10-01 21:03:37-04:00	Robin Lehner	@A2kOldHead @Pellz93 @spittinchiclets @jackeichel @NHLPA 😂 you think that sports teams first priority is health for us long term? Nah it’s health now and after career bye bye 👋
2021-10-01 20:58:03-04:00	Robin Lehner	@Dcarr77 @NHLPA Not really they drafted him. They had his rights.
2021-10-01 20:57:03-04:00	Robin Lehner	@A2kOldHead @Pellz93 @spittinchiclets @jackeichel @NHLPA Again asset over health. It’s nuts.. I deal with people that don’t play anymore from many sports and other professions that gives trauma. Trust me it’s not good look for alot of them. Happy see a player think about career and life after. Kudos to jack
2021-10-01 20:55:38-04:00	Robin Lehner	@leclerks @NHLPA 😂 you probably know a lot on hiw all that works
2021-10-01 20:55:13-04:00	Robin Lehner	@sigshiesty @A2kOldHead @spittinchiclets @jackeichel I am taking it up with the nhlpa right now.. be nice if they answered to the tweet. 👀👀
2021-10-01 20:54:37-04:00	Robin Lehner	@ChuckEGoods @OneSmugPug @NHLPA No if it was he be playing now. He got injury while playing there… now he wants to do what he feels best for his body. Here is what you guys don’t know. Team say what’s best for playing now and hurt after career. He might want best now and not pain in neck everyday after career
2021-10-01 20:52:46-04:00	Robin Lehner	@CanuckINDallas @NHLPA It sure can. Still we have the freedom to make those choices..
2021-10-01 20:52:20-04:00	Robin Lehner	@_PapaBear @spittinchiclets @jackeichel Did he get the injury while playing for the Sabres ? His body his choice period.
2021-10-01 20:50:47-04:00	Robin Lehner	@OneSmugPug @NHLPA So money over body then… 🤮I’m a bit biased as I’ve seen the stuff over there. Have some say 😂 now that’s funny statement.
